SCAC,Company name,Country,Category
SENE,SILVERADO NAVIGATION S A,,Other Players
SKSB,SILVERBACK SALES & RENTALS LIMITED,,Other Players
SVBL,SILVERBACK TRANSPORT,,Other Players
SBHG,SILVER BIRCH GP LIMITED LIABILITY COMPANY,USA,Other Players
SVME,SILVERMAR LIMITED,,Other Players
SVSC,SILVERSEA CRUISES LIMITED,,Other Players
SSPW,SILVER SPARROW FREIGHT CORPORATION,,Mid-sized International Freight Forwarders
SEIP,SILVERSTAR EXPRESS INCORPORATED,USA,Other Players
SLII,SILVER TIGER LOGISTICS,,Mid-sized International Freight Forwarders
SNQG,SIMAN LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
SFIO,SIMPLE FORWARDING INCORPORATED,USA,Mid-sized International Freight Forwarders
SIAV,SIMPSON ENTERPRISES LIMITED,,Other Players
SBVV,SIMS TRANSWAY LIMITED LIABILITY COMPANY,USA,Other Players
SMIO,SIMTRA INTERNATIONAL LIMITED LIABILITY COMPANY,USA,Other Players
SINV,SINCERE NAVIGATION CORPORATION,,Other Players
SNYP,SINERGY CARGO,,Mid-sized International Freight Forwarders
SIDY,SINE TRADING INTERNATIONAL LIMITED LIABILITY COMPANY,USA,US Importer
SIVA,SINGFAR ATLANTIC PTE LIMITED,,Other Players
SIFO,SINGH INTERSTATE FREIGHT CORPORATION,,Other Players
SNHW,SINGH TRANSPORTATION SERVICES LIMITED LIABILITY COMPANY,USA,Other Players
SINJ,SINO-AM MARINE COMPANY INCORPORATED,USA,Mid-sized International Freight Forwarders
SIHN,SINOCAN INTERNATIONAL LOGISTICS (SHENZHEN) COMPANY LIMITED,,Mid-sized International Freight Forwarders
SCMY,SINOCHEM OIL SHIPPING (SINGAPORE) PTE LIMITED,,Other Players
SINO,SINO CONNECTIONS LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
SCWP,SINO CROWN TRANSPORTATION LIMITED,,Mid-sized International Freight Forwarders
SGMM,SINOGAS MANAGEMENT PTE LIMITED,,Other Players
SMUD,SINO-GLOBAL SUPPLY CHAIN COMPANY LIMITED,,Mid-sized International Freight Forwarders
SLCS,SINOGLORY LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SJUS,SINO GRAND SHIPPING LIMITED,,NVOCCs
SDXA,SINO GRAND SHIPPING PTE LIMITED,,NVOCCs
SKMC,SINOKOR MARITIME COMPANY LIMITED,,Other Players
SNJC,SINO LOGISTICS CORPORATION PUBLIC COMPANY LIMITED,,Mid-sized International Freight Forwarders
SMVS,SINO MAJESTIC INTERNATIONAL LOGISTICS(SHANGHAI)COMPANY LIMITED,,Mid-sized International Freight Forwarders
SQZV,SINO-MIGHT ZHONGSHAN SUPPLY CHAIN SERVICES COMPANY LIMITED,,Mid-sized International Freight Forwarders
SMSL,SINO-MSL LINES INCORPORATED,USA,NVOCCs
SQNP,SINOOCEAN GROUP LIMITED,,Mid-sized International Freight Forwarders
SDNP,SINORICH TRANSPORT LIMITED,,Mid-sized International Freight Forwarders
SSGL,SINO SHIPPING LOGISTICS (SHANGHAI) COMPANY LIMITED,,Mid-sized International Freight Forwarders
SVQO,SINOTECH LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SGIY,SINOTRANS GUANGDONG INTERNATIONAL FREIGHT FORWARDING COMPANY LIMITED,,Large International Freight Forwarders
STND,SINOTRANS LIMITED,,Large International Freight Forwarders
SSCC,SINOTRANS SOUTH CHINA CONTAINER LOGISTICS COMPANY LIMITED,,Large International Freight Forwarders
SNZI,SINO UNITED LINK CORPORATION,,Mid-sized International Freight Forwarders
SPIF,SINOWAY PROJECT INCORPORATED,USA,Mid-sized International Freight Forwarders
SXCO,SINPEX CONNECTION LOGISTICS LIMITED,,Mid-sized International Freight Forwarders
SWOF,SINWON SHIPPING LIMITED,,Other Players
SGBV,SIRIUS GLOBAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SLAC,SIRIUS LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
SMCK,SITC SHIPS MANAGEMENT COMPANY LIMITED,,Other Players
SBMB,"SITZBERGER, STEPHANIE",,Other Players
SINB,"SIX TRANSPORTATION LIMITED, THE",,Other Players
QJIQ,SJ INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SJLF,SJ LOGISTICS AMERICA INCORPORATED,USA,Mid-sized International Freight Forwarders
SJLV,S J LOGISTICS (INDIA) PVT LIMITED,India,Large Indian Freight Forwarders
SCJF,SJ TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
SEWO,SKEIRON LOGISTICS PTE LIMITED,,Mid-sized International Freight Forwarders
SKSG,SKR SUPPLY CHAIN MANAGEMENT,,Mid-sized Indian Freight Forwarders
SKSM,SK SHIPPING COMPANY LIMITED,,Other Players
SKUA,SKS LOGISTICS,,Mid-sized Indian Freight Forwarders
SKSC,SKS TRANSPORTATION INCORPORATED,USA,Other Players
SKRP,SKS TRANSPORT LINE INCORPORATED,USA,Other Players
SLSW,SKT LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
SCFS,SKY 2 C FREIGHT SYSTEMS INCORPORATED,USA,Mid-sized International Freight Forwarders
SKOP,SKYBOUND LOGISTICS LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
SKKL,SKYEFIELD LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
SLUS,SKYFER LOGISTIC USA INCORPORATED,USA,Mid-sized International Freight Forwarders
SYGO,SKY G LOGISTICS LIMITED,,Mid-sized International Freight Forwarders
SLJJ,SKYHAWK CARRIERS INCORPORATED,USA,Other Players
SYKL,SKYLINE FREIGHT INCORPORATED,USA,Mid-sized International Freight Forwarders
SCPS,SKYLINE LOGISTICS,,Mid-sized International Freight Forwarders
SYNW,SKYLINE SHIPPING INCORPORATED,USA,Mid-sized International Freight Forwarders
SKGP,SKYLINE TRUCKING GROUP LIMITED LIABILITY COMPANY,USA,Other Players
SLCI,SKYLINK FREIGHT FORWARDERS PRIVATE LIMITED,India,Mid-sized Indian Freight Forwarders
SKZF,SKYLON LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
SYOV,SKYOCEAN INCORPORATED,USA,Mid-sized International Freight Forwarders
SKYD,SKY OCEAN INTERNATIONAL LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
STAM,SKYS TRANSPORTATION LIMITED LIABILITY COMPANY,USA,Other Players
SYYT,SKY SUPPLY CHAIN MANAGEMENT COMPANY LIMITED,,Mid-sized International Freight Forwarders
SVWH,SKYVIEW MARINE COMPANY S A,,Other Players
SLFT,SKYWAY,,Mid-sized International Freight Forwarders
SWIL,SKY-WORLD INTL EXPRESS CORPORATION,,Mid-sized International Freight Forwarders
SAHS,SLA TRANSPORTATION SOLUTIONS LIMITED LIABILITY COMPANY,USA,Other Players
SBHW,SLAUBAUGH TRACTOR LIMITED LIABILITY COMPANY,USA,Other Players
SGTY,SLEEK EAGLE TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
SLKW,SL NETWORKS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SONY,SLOW LANE TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
SBSB,SLP GLOBAL COMPANY LIMITED,,Mid-sized International Freight Forwarders
SMGM,"SMALL, GARY",,Other Players
SEFN,SMALSAR ENTERPRISES INCORPORATED,USA,Other Players
SGZA,SMART GAIN SHIPPING COMPANY LIMITED,,Other Players
SSHR,SMART LOGISTICS SERVICES INCORPORATED,USA,Mid-sized International Freight Forwarders
SDMO,SMARTRANS INTERNATIONAL LIMITED,,Mid-sized International Freight Forwarders
SQXN,SMART SOLUTIONS LINE FZE,,NVOCCs
SLYW,SMART SUPPLY CHAIN INCORPORATED,USA,Other Players
SMTN,SMF TRANSPORTATION INCORPORATED,USA,Other Players
SHBG,"SMITH, BERNARD G",,Other Players
SHPI,SMITH EMPIRE LIMITED LIABILITY COMPANY,USA,Other Players
SKGM,SMITH HAULING & REMOVAL LIMITED LIABILITY COMPANY,USA,Other Players
SMIY,SMITH MARITIME INCORPORATED,USA,Other Players
SMMP,SMITH'S ELITE TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
SMLS,SMITH & SIMS TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
SMLM,SM LINE CORPORATION,,Other Players
SMAO,SMOKEY SUN TRANSPORTATION LIMITED LIABILITY COMPANY,USA,Other Players
SMTH,SMT SHIPMANAGEMENT & TRANSPORT LIMITED,,Other Players
SMXL,SMX LOGISTICS TRANSPORTES INTERNACIONAIS LTDA,,Mid-sized International Freight Forwarders
SJNH,SNK LOGISTICS,,Mid-sized International Freight Forwarders
SNRG,SNL TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
SNPO,SNOWMAN EXPRESS TRUCKING LIMITED,,Other Players
SJNG,SNS FREIGHT SOLUTIONS LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
SNGN,S N S LOGISTICS LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
SBWJ,SOBEL NETWORK INTERNATIONAL COMPANY INCORPORATED,USA,Mid-sized International Freight Forwarders
SOFF,SOCALCARGO INCORPORATED,USA,Mid-sized International Freight Forwarders
SOCV,SOCATRA,,Other Players
SSML,SODESA LIMITED LIABILITY COMPANY,USA,Other Players
SOEF,S O E LINES INCORPORATED,USA,NVOCCs
SXGS,S O E LINES LIMITED,,NVOCCs
SOHW,SOHO TABLE HOCKEY LIMITED LIABILITY COMPANY,USA,US Importer
SKQK,SOKANA SHIPPING & TRADING LIMITED,,Other Players
SLAD,SOLANA HOLDING LIMITED,,Other Players
SGGV,SOLAR DRAGON GLOBAL LOGISTICS LIMITED,,Mid-sized International Freight Forwarders
TIXV,SOLAR GULF SHIPPING DMCC,,Other Players
SOBT,SOLEIL GLOBAL TRANSPORTATION INCORPORATED,USA,Mid-sized International Freight Forwarders
SXLI,SOLEX LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
SQOF,SOLSTAD OFFSHORE ASA,,Other Players
SLNL,SOLTRANS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SOLI,S O L TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
SKBK,SOLVANG ASA,,Other Players
SXMJ,SOMA LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
SULP,SOMA UNIVERSAL LOGISTICS PRIVATE LIMITED,,Mid-sized Indian Freight Forwarders
SISJ,SOMERS ISLES SHIPPING LIMITED,,Other Players
SNHI,SONANGOL SHIPPING HOLDING LIMITED,,Other Players
SPCS,SONATRACH PETROLEUM CORPORATION BVI,,Other Players
SGSH,SONGA SHIPMANAGEMENT LIMITED,,Other Players
SGXF,SONIC EXPRESS FREIGHT LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
SGNM,SONIC GLOBAL LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
SOPP,SONIC INTERFREIGHT PUBLIC COMPANY LIMITED,,Mid-sized International Freight Forwarders
SOOR,SON OF MAN LIMITED LIABILITY COMPANY,USA,Other Players
SCMJ,SONOMA CUSTOM MILLWORK INCORPORATED,USA,US Importer
SZOW,SONOMA SUPRAMAX AS,,Other Players
SSEJ,SOONER STATE EXPRESS LIMITED LIABILITY COMPANY,USA,Other Players
SNHB,SOONEST EXPRESS INCORPORATED,USA,Mid-sized International Freight Forwarders
SOAI,SOREIDOM,,Other Players
STML,SORENSEN TRUCKING & MFG LIMITED LIABILITY COMPANY,USA,Other Players
SCOH,"SOREY, CODY",,Other Players
SQCM,SOS IMAGE INCORPORATED,USA,Other Players
SSHO,SOS LOGISTICS,,Mid-sized International Freight Forwarders
SPGM,SOTO R TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
SOBP,SOTRANS LOGISTICS ONE MEMBER COMPANY LIMITED,,Mid-sized International Freight Forwarders
SLAR,SOUNDS LOGISTICS INCORPORATED,USA,Other Players
SOUS,SOUNION SPECIAL MARITIME ENTERPRISE,,Other Players
SAIJ,SOUTH AMERICAN INDEPENDENT LINE,,NVOCCs
SIHV,SOUTH ASIA SHIPPING & LOGISTICS (PVT) LIMITED,,Mid-sized International Freight Forwarders
SBCL,SOUTHBOUND LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
SCBW,SOUTH CARIBBEAN SHIPPING COMPANY LIMITED,,Other Players
SQHQ,SOUTHEASTERN FREIGHT SERVICE LIMITED,,Other Players
SEWW,SOUTH EAST WORLD WIDE LIMITED,,Mid-sized International Freight Forwarders
SHEG,SOUTHERN ENERGY TRANSPORT,,Other Players
SLYM,SOUTHERN LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
SPZS,SOUTHERN PACIFIC HOLDING CORPORATION,,Other Players
SQYJ,SOUTHERN PETROLEUM TRANSPORTATION JSC,,Other Players
SRIC,SOUTHERN RANGE LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
SOEH,SOUTHLAND LOGISTICS INCORPORATED,USA,Other Players
SOKF,SOUTH OCEAN SHIP MANAGEMENT COMPANY LIMITED,,Other Players
SOEK,SOUTH PACIFIC LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SAGI,SOUTHPORT AGENCIES INCORPORATED,USA,Other Players
SHVA,SOUTHPORT WAVE SA,,Other Players
SSHF,SOUTH SHORE HAULING & TRADING INCORPORATED,USA,Other Players
SPLD,SOUTH SHORE MARINE LIMITED,,Other Players
SOKA,SOUTH TEXAS FUEL HAULERS LIMITED LIABILITY COMPANY,USA,Other Players
SOMD,SOUTH THIRTY TWO (SOUTH32) MARKETING PTE LIMITED,,Other Players
SWSP,SOUTHWEST MARKETERS INCORPORATED,USA,Other Players
SMSF,SOUTHWIND MARINE S A,,Other Players
SCLI,SOVEREIGN CONTAINER LINE INCORPORATED,USA,NVOCCs
SPAI,SPA INTERNATIONAL INCORPORATED,USA,Mid-sized International Freight Forwarders
SXUJ,SPANACO SHIPPING SERVICES LIMITED,,Other Players
SQHA,SPANACO SIX LIMITED,,Other Players
SSMY,SPARTACUS SHIPPING COMPANY LIMITED LIABILITY COMPANY,USA,Other Players
SXLM,SPARX LOGISTICS USA LIMITED,,Mid-sized International Freight Forwarders
SGQF,SPC GFS,,Mid-sized International Freight Forwarders
SUGD,SP CRUISES OPCO LIMITED,,Other Players
SPKC,SPEARS TRUCKING COMPANY,,Other Players
SCZJ,SPECIAL CARGO SERVICES COMPANY LIMITED,,Mid-sized International Freight Forwarders
SPLI,SPECIALTY COATING & LAMINATING LIMITED LIABILITY COMPANY,USA,US Importer
SPFD,SPECIALTY FUEL LIMITED LIABILITY COMPANY.,USA,Other Players
SLCC,SPEEDIER LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SPEH,SPEED LOGISTICS MARINE LIMITED,,Mid-sized International Freight Forwarders
SPQH,SPEEDMARK CONSOLIDATION SERVICE LANKA (PVT) LIMITED,,Mid-sized International Freight Forwarders
SCNL,SPEEDMARK CONSOLIDATION SERVICE LIMITED (TAIWAN),,Mid-sized International Freight Forwarders
SDQM,SPEEDMARK CONSOLIDATION SERVICE PTE LIMITED (SINGAPORE),,Mid-sized International Freight Forwarders
SDMR,SPEEDMARK INTERNATIONAL LIMITED,,Mid-sized International Freight Forwarders
SDKQ,SPEEDMARK TRANSPORTATION LIMITED (HONG KONG),,Mid-sized International Freight Forwarders
SYFV,SPEEDWAY FREIGHT SERVICES INCORPORATED,USA,Mid-sized International Freight Forwarders
SLCP,SPEEDWAY LOGISTIC INCORPORATED,USA,Mid-sized International Freight Forwarders
SYUI,SPEEDWAY USA INCORPORATED,USA,Mid-sized International Freight Forwarders
SPIL,SPEEDY INTERNATIONAL LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
SXYN,SPEEDY XP LOGISTICS LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
SSVV,SPIKE SEVEN SEVEN (SPIKE77) TRANSPORT LIMITED,,Other Players
SFGO,SPIN FREIGHT SERVICES INCORPORATED,USA,Mid-sized International Freight Forwarders
SLOI,SPINNING LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
SSAR,SPIRIT SEVEN SIX (76) TRANSPORTATION INCORPORATED,USA,Other Players
SPVW,"SPIVEY, C & T TRUCKING",,Other Players
SFFV,SPLIETHOFF TRANSPORT B V,,Other Players
SSHG,SPRINGFIELD SHIPPING COMPANY PANAMA SA,,Other Players
SMWM,SPRING MARINE MANAGEMENT SA,,Other Players
SVCN,SPRING VALLEY SHIPPING MANAGEMENT PTE LIMITED,,Other Players
STFG,SPRINTERS COURIER SERVICE,,Other Players
SPRN,SPRINT FORWARDERS INCORPORATED,USA,Mid-sized International Freight Forwarders
SMLQ,SPS MARITIME LIMITED,,Other Players
SPKO,SPURLOCK TRANSIT INCORPORATED,USA,Other Players
SVBK,SP VESSEL BUYER LIMITED LIABILITY COMPANY,USA,Other Players
SQHG,SQUADRON LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
SDLA,SQUID LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
SRIN,SRH TRUCKLINES LIMITED,,Other Players
SSHB,SSB ROADLINES INCORPORATED,USA,Other Players
SSOD,S & S CARGO INCORPORATED,USA,Mid-sized International Freight Forwarders
SSGH,S & S FREIGHT EXPRESS LIMITED LIABILITY COMPANY,USA,Other Players
SIOC,SSI OCEAN SERVICES INCORPORATED,USA,Mid-sized International Freight Forwarders
SSPM,S&S LEGACY TRANSPORTATION LIMITED LIABILITY COMPANY,USA,Other Players
SSGB,S & S LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
SSSL,SSNS TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
SSLV,SSR LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
SIAT,SST INTERNATIONAL INCORPORATED,USA,Mid-sized International Freight Forwarders
SSIG,S & S TRANSPORT LOGISTICS,,Other Players
SKIG,STACK FOLD & HOLD LIMITED LIABILITY COMPANY,USA,Other Players
SSSB,STADION SHIPPING S A,,Other Players
SOZH,STAINLESS ONE (1) HOLDINGS LIMITED,,Other Players
SAGT,STA INTERNATIONAL SUPPLY CHAIN INCORPORATED,USA,Mid-sized International Freight Forwarders
SGGD,STALLION GLOBAL COMPANY LIMITED,,Mid-sized International Freight Forwarders
SVIN,STALLION TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
SWMR,STALWART MANAGEMENT LIMITED,,Other Players
SHLA,STANDARD HAUL LIMITED LIABILITY COMPANY,USA,Other Players
SOGE,STANDARD OIL GROUP,,Other Players
SABC,STAR ASIA INTERNATIONAL INCORPORATED,USA,Mid-sized International Freight Forwarders
SBYL,STAR BLUE LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
SSDH,STARBOARD SHIPPING & TRADING S A,,Other Players
SBKO,STAR BULK CARRIERS CORPORATION,,Other Players
SCJU,STAR CONTAINER SERVICES GMBH,,Other Players
SJGS,STAR FREIGHT EXPRESS LINE,,NVOCCs
SRGK,STAR FREIGHT EXPRESS LINE COMPANY LIMITED,,NVOCCs
SIDN,STAR INDIA CONTAINER LINE PVT LIMITED,India,NVOCCs
SRMP,STARLET MARITIME LIMITED,,Other Players
SLNF,STARLIGHT TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
SRXV,STARLINE CARRIERS LIMITED LIABILITY COMPANY,USA,Other Players
SLMT,STARLINE MULTI-TRANS SERVICES LIMITED,,Mid-sized International Freight Forwarders
SXAR,STAR MARINE INCORPORATED,USA,Other Players
SYWR,STARNET INTERNATIONAL LOGISTICS(SHANGHAI)COMPANY LIMITED,,Mid-sized International Freight Forwarders
SAPW,STARROSH LIMITED LIABILITY COMPANY,USA,Other Players
STKO,STARRY SKY LOGISTCIS INCORPORATED,USA,Mid-sized International Freight Forwarders
SEOT,STARSHIP EXPRESS LIMITED LIABILITY COMPANY,USA,Other Players
QTCJ,STARSHIP LINES PVT LIMITED,India,NVOCCs
SLNK,STARS TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
STHO,STAR TRADE AND LOGISTIC SERVICES,,Mid-sized International Freight Forwarders
SBGN,STAR TRUCKLINE,,Other Players
SWVE,"STARWOOD RAFTERS, INCORPORATED.",USA,Other Players
SLWW,STATEWIDE LOGISTICS INCORPORATED,USA,Other Players
SYPJ,STATEWIDE STEEL CORPORATION,,US Importer
SGWE,STATU GEMI KIRALAMA VE TIC LIMITED,,Other Players
SDQJ,STD LOGISTICS LIMITED,,Mid-sized International Freight Forwarders
SSXH,STEADFAST EXPRESS LIMITED LIABILITY COMPANY,USA,Other Players
SFPT,STEADY FORWARD TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
SDNW,STEADY LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
SDNH,STEADYSTAR TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
SHBV,STEAM HARBOUR LOGISTICS PRIVATE LIMITED,India,Mid-sized Indian Freight Forwarders
STQM,STEAM LOGISTICS LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
SQLG,STEELE LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
SJON,STELLA LINE LIMITED LIABILITY COMPANY,USA,Other Players
SMPR,STEM SHIPPING COMPANY S A,,Other Players
SBKA,STENA BULK AB,,Other Players
SWAF,STENA WECO A/S,,Other Players
SYNY,STENERSEN CHARTERING AS,,Other Players
SPGD,STEP AND SON TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
SCLM,STERLING CONTAINER LINE LIMITED,,NVOCCs
SWVT,STERLING STEWART JOHNSON LIMITED LIABILITY COMPANY,USA,Other Players
SVMW,STEVEN MICHAEL & COMPANY LIMITED LIABILITY COMPANY,USA,Other Players
SGMB,"STEVENS, G & M LIMITED LIABILITY COMPANY",USA,Other Players
SLUJ,STEVENS TRANSPORTATION LIMITED LIABILITY COMPANY,USA,Other Players
STKR,S T F TRANSPORT INCORPORATED,USA,Other Players
SGSJ,ST GEORGE SHIPPING LINE H K,,NVOCCs
SVZR,STILTNER FREIGHT SOLUTIONS LIMITED LIABILITY COMPANY,USA,Other Players
STIN,"STINNES, HUGO SCHIFFAHRT GMBH",,Other Players
SMSR,ST MANAGEMENT SAS,,Other Players
SYMQ,ST MARYS CEMENT INCORPORATED (CANADA),USA,Other Players
SOJM,"STODDARD, DAYLON",,Other Players
SNTU,STOLT TANK CONTAINERS LEASING LIMITED,,Other Players
STZW,STOLT TANKERS BV,,Other Players
SOON,STONERICH LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
SEHP,STONE TRANSPORTATION AND LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
SOWG,"STONE, WM LOGISTICS LIMITED LIABILITY COMPANY",USA,Other Players
SFNB,STRAIGHT FORWARDING INCORPORATED,USA,Mid-sized International Freight Forwarders
SFCY,STRAIGHT LANE INCORPORATED,USA,Other Players
SRGQ,STRAIGHT LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
SRIF,STRAIGHT RUN INCORPORATED,USA,Other Players
SLQO,STRAIGHTWAY LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SGNH,STRATEGIC LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
SNQN,STREAMLINE TRANSPORTATION SERVICES INCORPORATED,USA,Other Players
SOPH,STREET BEAST TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
SZDF,STREET DREAMS TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
SDFY,STRIDENT FORCE MARITIME LIMITED,,Other Players
SVHF,STRIVE SHIPPING SERVICES PVT LIMITED,India,Mid-sized Indian Freight Forwarders
SSYH,STRONG SIDE TRUCKING,,Other Players
SMLC,STRYMONIKOS MARITIME LIMITED,,Other Players
STSO,ST SHIPPING TRANSPORT PTE LIMITED,,Other Players
SILR,STS INTERMODAL LIMITED LIABILITY COMPANY,USA,Other Players
SSRH,STS TRUCKING INCORPORATED,USA,Other Players
SGSK,ST THOMAS CARGO AND SHIP SERVICES INCORPORATED,USA,Other Players
SLMO,STX LIMITED LIABILITY COMPANY,USA,Other Players
SBVA,SUBSEA ENVIRONMENTAL SERVICES (US) LIMITED LIABILITY COMPANY,USA,Other Players
SUBS,SUBSEA SEVEN 7 (US) LIMITED LIABILITY COMPANY,USA,Other Players
SLCL,SUBWAY LOGISTICS CORPORATION,,Other Players
SUJB,SUCCESS INTL JSC,,Mid-sized International Freight Forwarders
SCUA,SUCDEN AMERICAS CORPORATION,,US Importer
SQDH,SUCDEN ARMATEURS,,Other Players
SDHR,SUDDATH RELOCATION SERVICES INCORPORATED,USA,Mid-sized International Freight Forwarders
SUVL,SUDDATH VAN LINES INCORPORATED,USA,Mid-sized International Freight Forwarders
SUXY,SUEK AG,,Other Players
CHIW,SUGAR BOWL HIGHLANDS,,Other Players
SJTL,SUH JIN TRANSPORT & TRADE COMPANY LIMITED,,Mid-sized International Freight Forwarders
SAAV,SUISSE ATLANTIQUE SOCIETE DE NAVIGATION MARITIME SA,,Other Players
SMXJ,SUM EXP INCORPORATED,USA,Other Players
SGBO,SUMISHO GLOBAL LOGISTICS COMPANY LIMITED,,Large International Freight Forwarders
STSW,SUMISHO GLOBAL LOGISTICS (USA) CORPORATION,,Large International Freight Forwarders
SUWH,"SUMITOMO WAREHOUSE COMPANY LIMITED, THE",,Large International Freight Forwarders
SMML,SUMMA LOGISTIK,,Mid-sized International Freight Forwarders
SVPE,SUMMER SHIPPING SERVICES LIMITED,,Other Players
SICN,SUMMERTON INVESTMENTS CORPORATION,,Other Players
SFJT,SUMMIT FREIGHT INTERNATIONAL INCORPORATED,USA,Mid-sized International Freight Forwarders
SGOL,SUMMIT GLOBAL LOGISTICS,,Mid-sized International Freight Forwarders
SSAK,SU-NAV SMEA PRIVATE LIMITED,India,Other Players
SBEM,SUNBEAM MARINE COMPANY S A,,Other Players
SBLK,SUNBULK SHIPPING S.L.,,Other Players
SCZE,SUN CARGO CONTAINER LINE LIMITED,,NVOCCs
SFNY,SUN FINE SYSTEMS INCORPORATED,USA,Other Players
SUIH,SUNG IL TRANSPORTATION COMPANY LIMITED,,Mid-sized International Freight Forwarders
SSCN,SUNGWON SEA & AIR COMPANY LIMITED,,Mid-sized International Freight Forwarders
SOYM,SUNLIGHT LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SNYL,SUNNY LINE,,NVOCCs
SYWY,SUNNY WORLDWIDE LOGISTICS (SZ) LIMITED,,Mid-sized International Freight Forwarders
SNBI,SUNOBLE INTERNATIONAL LOGISTICS LIMITED,,Mid-sized International Freight Forwarders
SLEW,SUNOCO LIMITED LIABILITY COMPANY,USA,Other Players
SUWB,SUNPOWER LOGISTICS SDN BHD,,Mid-sized International Freight Forwarders
SXPM,SUNRISE EXPRESS INCORPORATED,USA,Other Players
SRBL,SUNRISE LOGISTICS COMPANY LIMITED JAPAN,,Mid-sized International Freight Forwarders
SWQK,SUNRISE LOGISTICS PRIVATE LIMITED,India,Mid-sized Indian Freight Forwarders
SRBO,SUNRISE LOGIX (THAILAND) COMPANY LIMITED,,Mid-sized International Freight Forwarders
SROL,SUNRISE OPERATIONS LIMITED LIABILITY COMPANY,USA,Other Players
SSLE,SUNRISE SERVICE LIMITED LIABILITY COMPANY,USA,Other Players
SSBP,SUNRISE SHIPPING COMPANY LIMITED,,Other Players
SBRY,SUNRISE TRADERS LIMITED,,Other Players
SRSC,SUNRISE TRANSPORT US LIMITED LIABILITY COMPANY,USA,Other Players
SZSO,SUNSHINE LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
SSYB,SUNSHIP SCHIFFAHRTSKONTOR KG,,Other Players
